date of birth,number of people,Date
"1905_01_30",1,1905-01-30
"1905_01_31",1,1905-01-31
"1905_02_01",2,1905-02-01
"1905_02_02",3,1905-02-02
"1905_02_03",1,1905-02-03
"1905_02_04",2,1905-02-04
"1905_02_05",1,1905-02-05
"1905_02_06",1,1905-02-06
"1905_02_07",3,1905-02-07
"1905_02_09",3,1905-02-09
"1905_02_11",3,1905-02-11
"1905_02_12",1,1905-02-12
"1905_02_14",2,1905-02-14
"1905_02_15",3,1905-02-15
"1905_02_16",2,1905-02-16
"1905_02_18",1,1905-02-18
"1905_02_19",2,1905-02-19
"1905_02_20",2,1905-02-20
"1905_02_21",1,1905-02-21
"1905_02_22",1,1905-02-22
"1905_02_23",1,1905-02-23
"1905_02_25",1,1905-02-25
"1905_02_26",3,1905-02-26
"1905_02_28",2,1905-02-28
"1905_03_02",1,1905-03-02
"1905_03_03",1,1905-03-03
"1905_03_04",1,1905-03-04
"1905_03_06",1,1905-03-06
"1905_03_07",2,1905-03-07
"1905_03_08",1,1905-03-08
"1905_03_11",1,1905-03-11
"1905_03_12",1,1905-03-12
"1905_03_13",1,1905-03-13
"1905_03_14",1,1905-03-14
"1905_03_16",3,1905-03-16
"1905_03_17",1,1905-03-17
"1905_03_18",4,1905-03-18
"1905_03_20",4,1905-03-20
"1905_03_21",1,1905-03-21
"1905_03_22",1,1905-03-22
"1905_03_23",3,1905-03-23
"1905_03_25",3,1905-03-25
"1905_03_27",1,1905-03-27
"1905_03_28",3,1905-03-28
"1905_03_31",2,1905-03-31
"1905_04_01",2,1905-04-01
"1905_04_03",1,1905-04-03
"1905_04_05",4,1905-04-05
"1905_04_06",1,1905-04-06
"1905_04_07",3,1905-04-07
"1905_04_08",1,1905-04-08
"1905_04_09",1,1905-04-09
"1905_04_10",1,1905-04-10
"1905_04_11",1,1905-04-11
"1905_04_13",2,1905-04-13
"1905_04_14",2,1905-04-14
"1905_04_15",3,1905-04-15
"1905_04_16",2,1905-04-16
"1905_04_17",1,1905-04-17
"1905_04_20",1,1905-04-20
"1905_04_21",3,1905-04-21
"1905_04_22",3,1905-04-22
"1905_04_23",2,1905-04-23
"1905_04_24",1,1905-04-24
"1905_04_25",2,1905-04-25
"1905_04_26",1,1905-04-26
"1905_04_30",2,1905-04-30
"1905_05_01",1,1905-05-01
"1905_05_02",1,1905-05-02
"1905_05_03",4,1905-05-03
"1905_05_04",2,1905-05-04
"1905_05_05",4,1905-05-05
"1905_05_06",1,1905-05-06
"1905_05_07",2,1905-05-07
"1905_05_09",1,1905-05-09
"1905_05_12",2,1905-05-12
"1905_05_13",1,1905-05-13
"1905_05_14",1,1905-05-14
"1905_05_15",2,1905-05-15
"1905_05_16",1,1905-05-16
"1905_05_18",1,1905-05-18
"1905_05_19",2,1905-05-19
"1905_05_20",2,1905-05-20
"1905_05_21",3,1905-05-21
"1905_05_22",1,1905-05-22
"1905_05_24",3,1905-05-24
"1905_05_26",2,1905-05-26
"1905_05_27",1,1905-05-27
"1905_05_28",1,1905-05-28
"1905_05_29",1,1905-05-29
"1905_05_30",1,1905-05-30
"1905_05_31",1,1905-05-31
"1905_06_01",1,1905-06-01
"1905_06_03",3,1905-06-03
"1905_06_05",1,1905-06-05
"1905_06_07",2,1905-06-07
"1905_06_08",2,1905-06-08
"1905_06_10",1,1905-06-10
"1905_06_11",1,1905-06-11
"1905_06_14",1,1905-06-14
"1905_06_16",2,1905-06-16
"1905_06_17",1,1905-06-17
"1905_06_18",1,1905-06-18
"1905_06_20",2,1905-06-20
"1905_06_21",3,1905-06-21
"1905_06_22",1,1905-06-22
"1905_06_23",1,1905-06-23
"1905_06_24",2,1905-06-24
"1905_06_25",1,1905-06-25
"1905_06_28",2,1905-06-28
"1905_06_29",2,1905-06-29
"1905_06_30",1,1905-06-30
"1905_07_01",1,1905-07-01
"1905_07_02",3,1905-07-02
"1905_07_04",1,1905-07-04
"1905_07_05",1,1905-07-05
"1905_07_06",2,1905-07-06
"1905_07_07",1,1905-07-07
"1905_07_09",1,1905-07-09
"1905_07_10",2,1905-07-10
"1905_07_11",1,1905-07-11
"1905_07_12",2,1905-07-12
"1905_07_14",4,1905-07-14
"1905_07_15",2,1905-07-15
"1905_07_16",2,1905-07-16
"1905_07_17",1,1905-07-17
"1905_07_18",1,1905-07-18
"1905_07_21",2,1905-07-21
"1905_07_22",2,1905-07-22
"1905_07_25",2,1905-07-25
"1905_07_27",1,1905-07-27
"1905_07_28",1,1905-07-28
"1905_07_29",1,1905-07-29
"1905_07_30",1,1905-07-30
"1905_08_01",4,1905-08-01
"1905_08_02",1,1905-08-02
"1905_08_03",1,1905-08-03
"1905_08_05",1,1905-08-05
"1905_08_06",2,1905-08-06
"1905_08_07",1,1905-08-07
"1905_08_08",1,1905-08-08
"1905_08_09",2,1905-08-09
"1905_08_10",1,1905-08-10
"1905_08_12",2,1905-08-12
"1905_08_13",1,1905-08-13
"1905_08_14",1,1905-08-14
"1905_08_15",2,1905-08-15
"1905_08_17",1,1905-08-17
"1905_08_18",1,1905-08-18
"1905_08_20",1,1905-08-20
"1905_08_22",1,1905-08-22
"1905_08_23",1,1905-08-23
"1905_08_25",1,1905-08-25
"1905_08_27",3,1905-08-27
"1905_08_28",2,1905-08-28
"1905_08_29",2,1905-08-29
"1905_08_30",1,1905-08-30
"1905_08_31",3,1905-08-31
"1905_09_01",1,1905-09-01
"1905_09_02",1,1905-09-02
"1905_09_03",4,1905-09-03
"1905_09_04",2,1905-09-04
"1905_09_05",1,1905-09-05
"1905_09_06",2,1905-09-06
"1905_09_08",2,1905-09-08
"1905_09_09",2,1905-09-09
"1905_09_10",3,1905-09-10
"1905_09_12",1,1905-09-12
"1905_09_13",1,1905-09-13
"1905_09_16",3,1905-09-16
"1905_09_18",4,1905-09-18
"1905_09_20",2,1905-09-20
"1905_09_21",2,1905-09-21
"1905_09_22",3,1905-09-22
"1905_09_23",2,1905-09-23
"1905_09_24",4,1905-09-24
"1905_09_25",1,1905-09-25
"1905_09_26",2,1905-09-26
"1905_09_28",2,1905-09-28
"1905_09_29",2,1905-09-29
"1905_09_30",3,1905-09-30
"1905_10_01",2,1905-10-01
"1905_10_03",1,1905-10-03
"1905_10_04",2,1905-10-04
"1905_10_05",5,1905-10-05
"1905_10_06",1,1905-10-06
"1905_10_07",1,1905-10-07
"1905_10_08",3,1905-10-08
"1905_10_09",1,1905-10-09
"1905_10_10",3,1905-10-10
"1905_10_12",1,1905-10-12
"1905_10_13",6,1905-10-13
"1905_10_14",1,1905-10-14
"1905_10_15",2,1905-10-15
"1905_10_17",2,1905-10-17
"1905_10_18",4,1905-10-18
"1905_10_19",1,1905-10-19
"1905_10_20",2,1905-10-20
"1905_10_21",3,1905-10-21
"1905_10_23",3,1905-10-23
"1905_10_24",1,1905-10-24
"1905_10_26",1,1905-10-26
"1905_10_28",2,1905-10-28
"1905_11_02",1,1905-11-02
"1905_11_03",1,1905-11-03
"1905_11_04",1,1905-11-04
"1905_11_05",2,1905-11-05
"1905_11_06",2,1905-11-06
"1905_11_07",2,1905-11-07
"1905_11_08",2,1905-11-08
"1905_11_09",1,1905-11-09
"1905_11_11",2,1905-11-11
"1905_11_12",1,1905-11-12
"1905_11_13",3,1905-11-13
"1905_11_14",2,1905-11-14
"1905_11_15",1,1905-11-15
"1905_11_16",6,1905-11-16
"1905_11_17",1,1905-11-17
"1905_11_18",1,1905-11-18
"1905_11_19",3,1905-11-19
"1905_11_20",1,1905-11-20
"1905_11_21",2,1905-11-21
"1905_11_22",2,1905-11-22
"1905_11_25",4,1905-11-25
"1905_11_26",3,1905-11-26
"1905_11_27",1,1905-11-27
"1905_11_28",3,1905-11-28
"1905_11_29",1,1905-11-29
"1905_11_30",1,1905-11-30
"1905_12_01",2,1905-12-01
"1905_12_02",1,1905-12-02
"1905_12_03",1,1905-12-03
"1905_12_05",1,1905-12-05
"1905_12_06",2,1905-12-06
"1905_12_07",1,1905-12-07
"1905_12_08",1,1905-12-08
"1905_12_09",2,1905-12-09
"1905_12_10",1,1905-12-10
"1905_12_12",4,1905-12-12
"1905_12_14",3,1905-12-14
"1905_12_15",3,1905-12-15
"1905_12_16",4,1905-12-16
"1905_12_17",1,1905-12-17
"1905_12_18",1,1905-12-18
"1905_12_20",1,1905-12-20
"1905_12_22",1,1905-12-22
"1905_12_25",1,1905-12-25
"1905_12_27",2,1905-12-27
"1905_12_28",3,1905-12-28
"1905_12_29",1,1905-12-29
"1905_12_31",1,1905-12-31
"1906_01_01",14,1906-01-01
"1906_01_02",4,1906-01-02
"1906_01_03",1,1906-01-03
"1906_01_04",3,1906-01-04
"1906_01_06",4,1906-01-06
"1906_01_07",1,1906-01-07
"1906_01_08",1,1906-01-08
"1906_01_10",2,1906-01-10
"1906_01_11",3,1906-01-11
"1906_01_12",1,1906-01-12
"1906_01_14",4,1906-01-14
"1906_01_16",1,1906-01-16
"1906_01_18",1,1906-01-18
"1906_01_20",1,1906-01-20
"1906_01_22",1,1906-01-22
"1906_01_23",1,1906-01-23
"1906_01_24",1,1906-01-24
"1906_01_25",1,1906-01-25
"1906_01_26",1,1906-01-26
"1906_01_27",2,1906-01-27
"1906_01_28",1,1906-01-28
"1906_01_29",3,1906-01-29
"1906_02_01",2,1906-02-01
"1906_02_02",1,1906-02-02
"1906_02_04",5,1906-02-04
"1906_02_06",3,1906-02-06
"1906_02_10",8,1906-02-10
"1906_02_11",1,1906-02-11
"1906_02_12",1,1906-02-12
"1906_02_13",2,1906-02-13
"1906_02_14",4,1906-02-14
"1906_02_15",3,1906-02-15
"1906_02_16",2,1906-02-16
"1906_02_18",1,1906-02-18
"1906_02_19",2,1906-02-19
"1906_02_20",2,1906-02-20
"1906_02_21",2,1906-02-21
"1906_02_22",4,1906-02-22
"1906_02_23",1,1906-02-23
"1906_02_24",2,1906-02-24
"1906_02_26",4,1906-02-26
"1906_02_27",3,1906-02-27
"1906_02_28",1,1906-02-28
"1906_03_01",1,1906-03-01
"1906_03_02",2,1906-03-02
"1906_03_03",2,1906-03-03
"1906_03_05",1,1906-03-05
"1906_03_06",4,1906-03-06
"1906_03_08",2,1906-03-08
"1906_03_09",1,1906-03-09
"1906_03_11",3,1906-03-11
"1906_03_12",3,1906-03-12
"1906_03_13",4,1906-03-13
"1906_03_14",2,1906-03-14
"1906_03_15",5,1906-03-15
"1906_03_17",2,1906-03-17
"1906_03_19",3,1906-03-19
"1906_03_20",1,1906-03-20
"1906_03_21",4,1906-03-21
"1906_03_23",3,1906-03-23
"1906_03_24",1,1906-03-24
"1906_03_25",2,1906-03-25
"1906_03_26",2,1906-03-26
"1906_03_27",3,1906-03-27
"1906_03_28",1,1906-03-28
"1906_03_29",1,1906-03-29
"1906_03_31",3,1906-03-31
"1906_04_01",2,1906-04-01
"1906_04_02",3,1906-04-02
"1906_04_03",2,1906-04-03
"1906_04_05",2,1906-04-05
"1906_04_06",2,1906-04-06
"1906_04_07",2,1906-04-07
"1906_04_08",3,1906-04-08
"1906_04_09",1,1906-04-09
"1906_04_11",4,1906-04-11
"1906_04_12",4,1906-04-12
"1906_04_13",1,1906-04-13
"1906_04_14",2,1906-04-14
"1906_04_15",1,1906-04-15
"1906_04_16",2,1906-04-16
"1906_04_17",2,1906-04-17
"1906_04_18",2,1906-04-18
"1906_04_19",3,1906-04-19
"1906_04_20",2,1906-04-20
"1906_04_21",1,1906-04-21
"1906_04_22",2,1906-04-22
"1906_04_24",1,1906-04-24
"1906_04_25",1,1906-04-25
"1906_04_26",1,1906-04-26
"1906_04_28",3,1906-04-28
"1906_04_29",2,1906-04-29
"1906_05_01",5,1906-05-01
"1906_05_02",1,1906-05-02
"1906_05_03",2,1906-05-03
"1906_05_04",1,1906-05-04
"1906_05_07",2,1906-05-07
"1906_05_08",4,1906-05-08
"1906_05_10",3,1906-05-10
"1906_05_11",3,1906-05-11
"1906_05_12",5,1906-05-12
"1906_05_13",1,1906-05-13
"1906_05_14",1,1906-05-14
"1906_05_15",4,1906-05-15
"1906_05_16",3,1906-05-16
"1906_05_17",2,1906-05-17
"1906_05_19",3,1906-05-19
"1906_05_22",1,1906-05-22
"1906_05_24",1,1906-05-24
"1906_05_25",2,1906-05-25
"1906_05_26",3,1906-05-26
"1906_05_27",3,1906-05-27
"1906_05_28",2,1906-05-28
"1906_05_29",3,1906-05-29
"1906_05_30",1,1906-05-30
"1906_05_31",2,1906-05-31
"1906_06_01",8,1906-06-01
"1906_06_02",5,1906-06-02
"1906_06_03",2,1906-06-03
"1906_06_05",1,1906-06-05
"1906_06_06",6,1906-06-06
"1906_06_07",2,1906-06-07
"1906_06_08",3,1906-06-08
"1906_06_10",2,1906-06-10
"1906_06_11",3,1906-06-11
"1906_06_12",4,1906-06-12
"1906_06_14",1,1906-06-14
"1906_06_15",1,1906-06-15
"1906_06_16",2,1906-06-16
"1906_06_17",1,1906-06-17
"1906_06_18",1,1906-06-18
"1906_06_20",2,1906-06-20
"1906_06_21",1,1906-06-21
"1906_06_22",2,1906-06-22
"1906_06_23",4,1906-06-23
"1906_06_24",5,1906-06-24
"1906_06_25",2,1906-06-25
"1906_06_26",1,1906-06-26
"1906_06_28",1,1906-06-28
"1906_06_29",3,1906-06-29
"1906_06_30",3,1906-06-30
"1906_07_01",1,1906-07-01
"1906_07_02",1,1906-07-02
"1906_07_03",2,1906-07-03
"1906_07_04",3,1906-07-04
"1906_07_05",2,1906-07-05
"1906_07_06",1,1906-07-06
"1906_07_07",6,1906-07-07
"1906_07_10",2,1906-07-10
"1906_07_11",2,1906-07-11
"1906_07_12",2,1906-07-12
"1906_07_14",2,1906-07-14
"1906_07_15",2,1906-07-15
"1906_07_17",2,1906-07-17
"1906_07_18",8,1906-07-18
"1906_07_19",2,1906-07-19
"1906_07_20",2,1906-07-20
"1906_07_21",1,1906-07-21
"1906_07_22",1,1906-07-22
"1906_07_23",3,1906-07-23
"1906_07_25",3,1906-07-25
"1906_07_26",2,1906-07-26
"1906_07_27",4,1906-07-27
"1906_07_29",2,1906-07-29
"1906_07_30",4,1906-07-30
"1906_07_31",1,1906-07-31
"1906_08_02",1,1906-08-02
"1906_08_03",1,1906-08-03
"1906_08_04",1,1906-08-04
"1906_08_05",3,1906-08-05
"1906_08_06",2,1906-08-06
"1906_08_07",2,1906-08-07
"1906_08_08",2,1906-08-08
"1906_08_09",3,1906-08-09
"1906_08_10",3,1906-08-10
"1906_08_11",2,1906-08-11
"1906_08_12",1,1906-08-12
"1906_08_13",1,1906-08-13
"1906_08_14",2,1906-08-14
"1906_08_15",2,1906-08-15
"1906_08_16",2,1906-08-16
"1906_08_17",2,1906-08-17
"1906_08_19",1,1906-08-19
"1906_08_20",5,1906-08-20
"1906_08_21",4,1906-08-21
"1906_08_22",2,1906-08-22
"1906_08_23",1,1906-08-23
"1906_08_24",3,1906-08-24
"1906_08_25",3,1906-08-25
"1906_08_26",1,1906-08-26
"1906_08_27",3,1906-08-27
"1906_08_28",3,1906-08-28
"1906_08_30",3,1906-08-30
"1906_08_31",5,1906-08-31
"1906_09_01",2,1906-09-01
"1906_09_03",1,1906-09-03
"1906_09_04",4,1906-09-04
"1906_09_05",3,1906-09-05
"1906_09_06",2,1906-09-06
"1906_09_07",2,1906-09-07
"1906_09_09",2,1906-09-09
"1906_09_10",2,1906-09-10
"1906_09_11",4,1906-09-11
"1906_09_12",1,1906-09-12
"1906_09_13",2,1906-09-13
"1906_09_14",3,1906-09-14
"1906_09_15",2,1906-09-15
"1906_09_16",4,1906-09-16
"1906_09_17",2,1906-09-17
"1906_09_18",3,1906-09-18
"1906_09_19",3,1906-09-19
"1906_09_20",1,1906-09-20
"1906_09_21",2,1906-09-21
"1906_09_22",1,1906-09-22
"1906_09_23",2,1906-09-23
"1906_09_24",4,1906-09-24
"1906_09_25",3,1906-09-25
"1906_09_26",1,1906-09-26
"1906_09_27",2,1906-09-27
"1906_09_28",2,1906-09-28
"1906_09_30",2,1906-09-30
"1906_10_01",1,1906-10-01
"1906_10_02",5,1906-10-02
"1906_10_03",3,1906-10-03
"1906_10_04",3,1906-10-04
"1906_10_05",1,1906-10-05
"1906_10_06",1,1906-10-06
"1906_10_07",2,1906-10-07
"1906_10_08",1,1906-10-08
"1906_10_09",2,1906-10-09
"1906_10_10",4,1906-10-10
"1906_10_11",5,1906-10-11
"1906_10_12",3,1906-10-12
"1906_10_13",3,1906-10-13
"1906_10_15",3,1906-10-15
"1906_10_16",1,1906-10-16
"1906_10_17",2,1906-10-17
"1906_10_18",4,1906-10-18
"1906_10_19",3,1906-10-19
"1906_10_21",2,1906-10-21
"1906_10_22",3,1906-10-22
"1906_10_24",1,1906-10-24
"1906_10_26",2,1906-10-26
"1906_10_27",2,1906-10-27
"1906_10_28",2,1906-10-28
"1906_10_30",1,1906-10-30
"1906_11_01",2,1906-11-01
"1906_11_02",6,1906-11-02
"1906_11_03",3,1906-11-03
"1906_11_04",1,1906-11-04
"1906_11_05",1,1906-11-05
"1906_11_06",1,1906-11-06
"1906_11_07",1,1906-11-07
"1906_11_08",3,1906-11-08
"1906_11_09",2,1906-11-09
"1906_11_10",4,1906-11-10
"1906_11_11",2,1906-11-11
"1906_11_12",4,1906-11-12
"1906_11_13",2,1906-11-13
"1906_11_14",3,1906-11-14
"1906_11_15",4,1906-11-15
"1906_11_16",1,1906-11-16
"1906_11_17",3,1906-11-17
"1906_11_18",3,1906-11-18
"1906_11_19",1,1906-11-19
"1906_11_20",3,1906-11-20
"1906_11_21",1,1906-11-21
"1906_11_22",1,1906-11-22
"1906_11_23",2,1906-11-23
"1906_11_24",3,1906-11-24
"1906_11_25",2,1906-11-25
"1906_11_26",1,1906-11-26
"1906_11_29",2,1906-11-29
"1906_12_01",4,1906-12-01
"1906_12_03",4,1906-12-03
"1906_12_04",3,1906-12-04
"1906_12_06",2,1906-12-06
"1906_12_07",3,1906-12-07
"1906_12_08",4,1906-12-08
"1906_12_09",3,1906-12-09
"1906_12_10",1,1906-12-10
"1906_12_11",3,1906-12-11
"1906_12_12",2,1906-12-12
"1906_12_13",3,1906-12-13
"1906_12_14",1,1906-12-14
"1906_12_15",5,1906-12-15
"1906_12_16",2,1906-12-16
"1906_12_17",2,1906-12-17
"1906_12_18",2,1906-12-18
"1906_12_20",2,1906-12-20
"1906_12_21",1,1906-12-21
"1906_12_23",3,1906-12-23
"1906_12_24",1,1906-12-24
"1906_12_25",7,1906-12-25
"1906_12_27",1,1906-12-27
"1906_12_28",1,1906-12-28
"1906_12_29",2,1906-12-29
"1906_12_30",2,1906-12-30
"1906_12_31",3,1906-12-31
"1907_01_01",12,1907-01-01
"1907_01_03",2,1907-01-03
"1907_01_04",1,1907-01-04
"1907_01_05",2,1907-01-05
"1907_01_06",2,1907-01-06
"1907_01_07",2,1907-01-07
"1907_01_08",1,1907-01-08
"1907_01_09",2,1907-01-09
"1907_01_10",4,1907-01-10
"1907_01_11",3,1907-01-11
"1907_01_12",2,1907-01-12
"1907_01_13",4,1907-01-13
"1907_01_14",3,1907-01-14
"1907_01_15",6,1907-01-15
"1907_01_16",2,1907-01-16
"1907_01_17",2,1907-01-17
"1907_01_18",2,1907-01-18
"1907_01_19",5,1907-01-19
"1907_01_20",2,1907-01-20
"1907_01_21",2,1907-01-21
"1907_01_22",2,1907-01-22
"1907_01_23",3,1907-01-23
"1907_01_24",4,1907-01-24
"1907_01_25",1,1907-01-25
"1907_01_26",1,1907-01-26
"1907_01_27",3,1907-01-27
"1907_01_28",1,1907-01-28
"1907_01_29",5,1907-01-29
"1907_01_30",3,1907-01-30
"1907_01_31",1,1907-01-31
"1907_02_01",4,1907-02-01
"1907_02_02",2,1907-02-02
"1907_02_03",2,1907-02-03
"1907_02_04",1,1907-02-04
"1907_02_05",1,1907-02-05
"1907_02_06",1,1907-02-06
"1907_02_08",1,1907-02-08
"1907_02_09",2,1907-02-09
"1907_02_10",2,1907-02-10
"1907_02_13",2,1907-02-13
"1907_02_14",2,1907-02-14
"1907_02_15",2,1907-02-15
"1907_02_16",2,1907-02-16
"1907_02_17",2,1907-02-17
"1907_02_18",2,1907-02-18
"1907_02_19",2,1907-02-19
"1907_02_21",1,1907-02-21
"1907_02_22",2,1907-02-22
"1907_02_23",1,1907-02-23
"1907_02_24",1,1907-02-24
"1907_02_25",1,1907-02-25
"1907_02_26",2,1907-02-26
"1907_02_27",1,1907-02-27
"1907_02_28",2,1907-02-28
"1907_03_01",3,1907-03-01
"1907_03_02",2,1907-03-02
"1907_03_03",1,1907-03-03
"1907_03_04",6,1907-03-04
"1907_03_05",5,1907-03-05
"1907_03_06",3,1907-03-06
"1907_03_07",2,1907-03-07
"1907_03_08",2,1907-03-08
"1907_03_09",3,1907-03-09
"1907_03_10",5,1907-03-10
"1907_03_11",2,1907-03-11
"1907_03_12",5,1907-03-12
"1907_03_13",4,1907-03-13
"1907_03_14",5,1907-03-14
"1907_03_15",1,1907-03-15
"1907_03_16",2,1907-03-16
"1907_03_17",1,1907-03-17
"1907_03_18",3,1907-03-18
"1907_03_19",4,1907-03-19
"1907_03_20",4,1907-03-20
"1907_03_21",1,1907-03-21
"1907_03_22",2,1907-03-22
"1907_03_23",5,1907-03-23
"1907_03_24",3,1907-03-24
"1907_03_25",2,1907-03-25
"1907_03_26",3,1907-03-26
"1907_03_27",2,1907-03-27
"1907_03_28",1,1907-03-28
"1907_03_29",2,1907-03-29
"1907_03_30",2,1907-03-30
"1907_03_31",1,1907-03-31
"1907_04_01",1,1907-04-01
"1907_04_02",3,1907-04-02
"1907_04_03",2,1907-04-03
"1907_04_04",2,1907-04-04
"1907_04_06",2,1907-04-06
"1907_04_07",3,1907-04-07
"1907_04_08",1,1907-04-08
"1907_04_09",2,1907-04-09
"1907_04_10",1,1907-04-10
"1907_04_11",3,1907-04-11
"1907_04_12",1,1907-04-12
"1907_04_13",5,1907-04-13
"1907_04_14",1,1907-04-14
"1907_04_15",4,1907-04-15
"1907_04_16",2,1907-04-16
"1907_04_17",4,1907-04-17
"1907_04_18",1,1907-04-18
"1907_04_19",4,1907-04-19
"1907_04_20",1,1907-04-20
"1907_04_21",2,1907-04-21
"1907_04_22",2,1907-04-22
"1907_04_23",1,1907-04-23
"1907_04_24",2,1907-04-24
"1907_04_25",3,1907-04-25
"1907_04_26",3,1907-04-26
"1907_04_28",5,1907-04-28
"1907_04_29",4,1907-04-29
"1907_04_30",4,1907-04-30
"1907_05_01",2,1907-05-01
"1907_05_02",2,1907-05-02
"1907_05_03",2,1907-05-03
"1907_05_04",1,1907-05-04
"1907_05_05",1,1907-05-05
"1907_05_06",4,1907-05-06
"1907_05_08",2,1907-05-08
"1907_05_09",3,1907-05-09
"1907_05_10",2,1907-05-10
"1907_05_11",5,1907-05-11
"1907_05_12",2,1907-05-12
"1907_05_13",2,1907-05-13
"1907_05_14",1,1907-05-14
"1907_05_15",3,1907-05-15
"1907_05_16",1,1907-05-16
"1907_05_17",5,1907-05-17
"1907_05_18",8,1907-05-18
"1907_05_19",2,1907-05-19
"1907_05_20",2,1907-05-20
"1907_05_21",2,1907-05-21
"1907_05_22",3,1907-05-22
"1907_05_23",3,1907-05-23
"1907_05_24",3,1907-05-24
"1907_05_25",4,1907-05-25
"1907_05_27",2,1907-05-27
"1907_05_28",1,1907-05-28
"1907_05_29",2,1907-05-29
"1907_05_30",2,1907-05-30
"1907_06_01",3,1907-06-01
"1907_06_02",2,1907-06-02
"1907_06_03",4,1907-06-03
"1907_06_04",2,1907-06-04
"1907_06_05",3,1907-06-05
"1907_06_06",4,1907-06-06
"1907_06_07",1,1907-06-07
"1907_06_08",3,1907-06-08
"1907_06_09",8,1907-06-09
"1907_06_10",1,1907-06-10
"1907_06_11",3,1907-06-11
"1907_06_12",1,1907-06-12
"1907_06_13",2,1907-06-13
"1907_06_14",3,1907-06-14
"1907_06_15",4,1907-06-15
"1907_06_16",2,1907-06-16
"1907_06_18",4,1907-06-18
"1907_06_19",1,1907-06-19
"1907_06_20",2,1907-06-20
"1907_06_21",4,1907-06-21
"1907_06_22",3,1907-06-22
"1907_06_23",3,1907-06-23
"1907_06_24",2,1907-06-24
"1907_06_25",5,1907-06-25
"1907_06_26",4,1907-06-26
"1907_06_28",1,1907-06-28
"1907_06_29",3,1907-06-29
"1907_06_30",2,1907-06-30
"1907_07_01",3,1907-07-01
"1907_07_03",2,1907-07-03
"1907_07_04",2,1907-07-04
"1907_07_05",2,1907-07-05
"1907_07_06",2,1907-07-06
"1907_07_07",5,1907-07-07
"1907_07_08",3,1907-07-08
"1907_07_09",2,1907-07-09
"1907_07_10",6,1907-07-10
"1907_07_11",4,1907-07-11
"1907_07_12",3,1907-07-12
"1907_07_13",4,1907-07-13
"1907_07_14",2,1907-07-14
"1907_07_15",4,1907-07-15
"1907_07_16",1,1907-07-16
"1907_07_17",1,1907-07-17
"1907_07_18",3,1907-07-18
"1907_07_19",4,1907-07-19
"1907_07_20",2,1907-07-20
"1907_07_21",1,1907-07-21
"1907_07_23",3,1907-07-23
"1907_07_24",2,1907-07-24
"1907_07_25",4,1907-07-25
"1907_07_26",2,1907-07-26
"1907_07_27",3,1907-07-27
"1907_07_28",3,1907-07-28
"1907_07_29",2,1907-07-29
"1907_07_30",1,1907-07-30
"1907_07_31",2,1907-07-31
"1907_08_01",2,1907-08-01
"1907_08_02",4,1907-08-02
"1907_08_03",4,1907-08-03
"1907_08_04",2,1907-08-04
"1907_08_05",1,1907-08-05
"1907_08_06",2,1907-08-06
"1907_08_07",3,1907-08-07
"1907_08_08",4,1907-08-08
"1907_08_09",5,1907-08-09
"1907_08_10",5,1907-08-10
"1907_08_11",4,1907-08-11
"1907_08_12",3,1907-08-12
"1907_08_13",4,1907-08-13
"1907_08_14",3,1907-08-14
"1907_08_15",1,1907-08-15
"1907_08_16",2,1907-08-16
"1907_08_17",6,1907-08-17
"1907_08_18",1,1907-08-18
"1907_08_19",1,1907-08-19
"1907_08_20",5,1907-08-20
"1907_08_21",3,1907-08-21
"1907_08_22",1,1907-08-22
"1907_08_23",1,1907-08-23
"1907_08_24",1,1907-08-24
"1907_08_25",4,1907-08-25
"1907_08_26",1,1907-08-26
"1907_08_28",4,1907-08-28
"1907_08_29",4,1907-08-29
"1907_08_30",3,1907-08-30
"1907_08_31",4,1907-08-31
"1907_09_01",2,1907-09-01
"1907_09_02",3,1907-09-02
"1907_09_03",3,1907-09-03
"1907_09_04",5,1907-09-04
"1907_09_05",2,1907-09-05
"1907_09_06",2,1907-09-06
"1907_09_07",5,1907-09-07
"1907_09_08",2,1907-09-08
"1907_09_09",1,1907-09-09
"1907_09_10",4,1907-09-10
"1907_09_11",1,1907-09-11
"1907_09_12",6,1907-09-12
"1907_09_13",2,1907-09-13
"1907_09_14",2,1907-09-14
"1907_09_15",4,1907-09-15
"1907_09_16",3,1907-09-16
"1907_09_17",1,1907-09-17
"1907_09_18",2,1907-09-18
"1907_09_19",3,1907-09-19
"1907_09_21",4,1907-09-21
"1907_09_23",4,1907-09-23
"1907_09_24",3,1907-09-24
"1907_09_25",2,1907-09-25
"1907_09_26",2,1907-09-26
"1907_09_27",3,1907-09-27
"1907_09_28",1,1907-09-28
"1907_09_29",2,1907-09-29
"1907_10_01",2,1907-10-01
"1907_10_02",2,1907-10-02
"1907_10_03",1,1907-10-03
"1907_10_04",1,1907-10-04
"1907_10_05",3,1907-10-05
"1907_10_07",1,1907-10-07
"1907_10_08",5,1907-10-08
"1907_10_10",6,1907-10-10
"1907_10_12",5,1907-10-12
"1907_10_13",2,1907-10-13
"1907_10_14",5,1907-10-14
"1907_10_15",2,1907-10-15
"1907_10_16",4,1907-10-16
"1907_10_17",5,1907-10-17
"1907_10_18",3,1907-10-18
"1907_10_20",2,1907-10-20
"1907_10_21",2,1907-10-21
